CustomerID,Gender,Age,EducationYears,JobCategory,EmploymentLength,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,MaritalStatus,HouseholdSize,HomeOwner,CommuteTime,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,WirelessData,DataLastMonth,DataOverTenure,Multiline,EBilling,LastMonthTotalValue,OverTenureTotalValue,TotalDebt,AverageMonthlyRevenue
9760-LDVQAI-6XY,Male,37,10,Professional,3,30000,15.4,2.88288,1.73712,Unmarried,1,1,26,48,14.25,229.95,No,0,0,No,0,0,No,Yes,14.25,229.95,4.62,4.7906249999999995
3583-HKTLOS-QZ8,Female,47,19,Professional,5,52000,10.3,4.750772,0.605228,Unmarried,1,0,27,3,10.8,14.1,Yes,18.95,30.6,No,0,0,No,Yes,29.75,44.7,5.356000000000001,14.9
6646-FMTSUO-50Q,Male,66,19,Sales,16,160000,7.9,2.45216,10.18784,Unmarried,1,1,34,64,96.3,2031.35,No,0,0,Yes,37.65,2282.15,Yes,Yes,133.95,4313.5,12.64,67.3984375
7346-VFBTML-LRE,Male,46,15,Sales,2,37000,10.8,0.807192,3.188808,Unmarried,1,1,38,44,28.05,452.95,Yes,62.4,2647.9,Yes,69,3069.75,Yes,Yes,159.45,6170.6,3.996,140.2409090909091
9120-FPONCL-79U,Male,31,13,Professional,3,36000,11.9,2.176272,2.107728,Unmarried,1,0,23,10,16.65,69.9,No,0,0,No,0,0,No,No,16.65,69.9,4.284,6.99
7808-TFDGYC-QDN,Female,19,14,Crafts,0,20000,8.9,0.63012,1.14988,Unmarried,1,0,22,17,10.35,61.4,No,0,0,No,0,0,No,No,10.35,61.4,1.78,3.611764705882353
9315-PCUNFQ-N19,Male,18,13,Labor,0,17000,11.2,1.214752,0.689248,Unmarried,3,1,39,11,52.2,155.25,Yes,30.4,307.45,Yes,23.2,218.6,Yes,Yes,105.8,681.3,1.904,61.93636363636363
0118-OUCHII-GSB,Female,25,19,Sales,0,18000,8.9,0.34443,1.25757,Unmarried,1,1,17,6,10.65,16.4,Yes,31.55,117.7,Yes,20.45,99.65,No,No,62.650000000000006,233.75,1.602,38.958333333333336
7145-ELAGFW-31W,Female,69,12,Professional,23,111000,5,1.06005,4.48995,Unmarried,1,0,18,47,23.7,382.3,No,0,0,No,0,0,No,No,23.7,382.3,5.550000000000001,8.13404255319149
6400-XUMGLZ-W9J,Male,72,7,Sales,7,9000,9.4,0.386622,0.459378,Unmarried,1,0,17,37,14.1,163.7,No,0,0,No,0,0,No,No,14.1,163.7,0.8460000000000001,4.424324324324324
5626-EIVGBF-YTK,Female,50,10,Professional,8,29000,14.8,1.536536,2.755464,Unmarried,2,0,20,30,15.45,168.55,No,0,0,No,0,0,No,No,15.45,168.55,4.292,5.618333333333334
4371-BWGQZF-KF7,Female,36,13,Service,14,60000,10.9,1.06602,5.47398,Married,3,1,25,10,12.75,46.05,Yes,29.5,291.85,No,0,0,No,Yes,42.25,337.90000000000003,6.54,33.790000000000006
1783-TVBWGX-48J,Male,61,14,Sales,10,26000,5,0.3133,0.9867,Unmarried,1,1,19,46,39.3,605.35,No,0,0,No,0,0,Yes,No,39.3,605.35,1.3,13.159782608695652
2121-UEWVYT-OJT,Female,52,8,Crafts,24,84000,13.1,3.620316,7.383684,Unmarried,1,1,15,71,79.35,1984.55,No,0,0,No,0,0,No,No,79.35,1984.55,11.004,27.951408450704225
0423-YWTIEG-ZK5,Male,37,15,Labor,9,58000,14.5,3.23785,5.17215,Unmarried,1,0,19,29,42,435.2,Yes,28.4,777.5,No,0,0,Yes,Yes,70.4,1212.7,8.41,41.817241379310346
5497-ZKVJGH-Q79,Female,25,16,Sales,0,38000,17.3,0.907212,5.666788,Unmarried,1,1,14,11,9.3,49.1,Yes,40.3,442.45,Yes,30.05,273.9,No,Yes,79.64999999999999,765.45,6.574000000000001,69.58636363636364
6826-SSALGJ-04J,Male,19,14,Professional,0,11000,5.8,0.056144,0.581856,Married,3,1,36,22,19.95,149.05,No,0,0,No,0,0,No,No,19.95,149.05,0.638,6.775
7466-PZRWAI-NDJ,Male,27,12,Professional,2,24000,2.3,0.089424,0.462576,Married,3,1,24,46,48.6,737.4,No,0,0,No,0,0,No,No,48.6,737.4,0.552,16.030434782608694
0471-IWBYGB-11R,Female,58,15,Sales,6,11000,3.3,0.094017,0.26898300000000003,Unmarried,1,0,33,48,21.6,323.25,Yes,43.45,2111.4,No,0,0,Yes,Yes,65.05000000000001,2434.65,0.36300000000000004,50.721875000000004
0340-LKGDQN-N7B,Female,63,15,Professional,17,101000,0.6,0.092718,0.513282,Married,2,0,17,70,41.1,1023.05,No,0,0,No,0,0,Yes,No,41.1,1023.05,0.606,14.615
0680-CCDFCM-UON,Male,50,12,Crafts,16,47000,10.9,1.460055,3.662945,Married,3,0,26,57,65.4,1234.8,No,0,0,No,0,0,No,No,65.4,1234.8,5.123,21.66315789473684
6322-DUQEUQ-8TQ,Female,24,16,Professional,1,14000,6.7,0.638778,0.299222,Unmarried,1,0,33,19,21.15,129.1,Yes,42.4,727.25,Yes,28,565.9,No,Yes,91.55,1422.25,0.938,74.85526315789474
4196-VTMLQK-645,Male,67,15,Service,15,181000,24.1,23.686203,19.934797,Unmarried,1,1,28,25,35.85,314.7,No,0,0,Yes,27.85,649.5,Yes,Yes,63.7,964.2,43.620999999999995,38.568000000000005
9382-PYNZTH-YM3,Female,23,13,Professional,1,53000,4,1.14904,0.97096,Married,4,1,13,14,15.45,77.6,No,0,0,No,0,0,No,Yes,15.45,77.6,2.12,5.542857142857143
0790-HHYHSU-98L,Male,44,11,Sales,3,24000,2.2,0.189024,0.338976,Married,3,1,26,45,47.25,668.75,No,0,0,No,0,0,Yes,No,47.25,668.75,0.528,14.86111111111111
3287-HQRGMC-XHI,Male,50,12,Professional,7,26000,23.8,0.891072,5.296928,Married,3,0,24,44,38.55,567.65,Yes,38.4,1553,Yes,34.15,1372.85,No,Yes,111.1,3493.5,6.188000000000001,79.39772727272727
5635-KWELCP-JW9,Female,34,15,Crafts,7,24000,4.5,0.71928,0.36072,Unmarried,2,1,30,53,76.65,1365.05,No,0,0,Yes,28.7,1527.3,Yes,Yes,105.35000000000001,2892.35,1.08,54.57264150943396
7908-CWREYX-J0E,Male,46,10,Labor,21,68000,16.7,4.928504,6.427496,Unmarried,1,1,28,58,35.85,608.8,No,0,0,No,0,0,No,No,35.85,608.8,11.356,10.49655172413793
5131-TZTMYU-QM2,Male,67,18,Sales,5,52000,11.4,0.989976,4.938024,Married,2,0,30,18,24,166,Yes,45.6,758.7,Yes,40.6,620.45,Yes,Yes,110.19999999999999,1545.15,5.928000000000001,85.84166666666667
5997-WEVMLK-EKA,Female,32,18,Professional,0,38000,14.6,2.44112,3.10688,Unmarried,1,0,42,24,18.3,128.45,Yes,28.3,622,No,0,0,No,Yes,46.6,750.45,5.548,31.26875
8493-ABKIAG-IAN,Male,30,22,Crafts,2,41000,2.5,0.2624,0.7626,Married,4,1,21,36,25.2,292.4,Yes,32.35,1133.85,Yes,27.8,1004.2,Yes,Yes,85.35,2430.45,1.025,67.51249999999999
4463-KHVXLU-RJ6,Male,72,12,Sales,21,22000,9.8,1.507044,0.648956,Married,2,1,22,66,47.4,1123.75,Yes,36.35,2363.8,No,0,0,Yes,Yes,83.75,3487.55,2.156,52.84166666666667
7839-MRTWJM-9KX,Female,62,19,Sales,7,30000,2.1,0.19719,0.43281,Married,2,1,26,47,44.4,716.75,No,0,0,Yes,57.25,2710.05,Yes,Yes,101.65,3426.8,0.63,72.91063829787234
2724-FAZIYE-AMO,Female,55,17,Sales,7,87000,15.1,6.279486,6.857514,Unmarried,1,1,31,41,35.7,518.15,No,0,0,No,0,0,No,No,35.7,518.15,13.137,12.63780487804878
0501-OMLZBC-1Z7,Male,18,13,Service,0,16000,2.9,0.141056,0.322944,Unmarried,2,1,23,6,35.7,83.15,No,0,0,No,0,0,Yes,Yes,35.7,83.15,0.46399999999999997,13.858333333333334
2572-TXSMBE-U04,Male,66,11,Service,23,26000,6.9,0.330096,1.463904,Married,2,0,24,71,130.8,3132.45,No,0,0,No,0,0,Yes,No,130.8,3132.45,1.794,44.11901408450704
7144-MLLCEU-EE2,Female,39,18,Professional,2,112000,7.4,3.638432,4.649568,Married,3,1,38,35,14.55,159.95,Yes,40.95,1406.55,Yes,34.9,1274.15,Yes,Yes,90.4,2840.65,8.288,81.16142857142857
7856-WYNHPK-95W,Female,58,11,Professional,10,42000,10.9,1.020894,3.557106,Unmarried,1,0,30,19,12.3,89.35,No,0,0,No,0,0,No,No,12.3,89.35,4.578,4.7026315789473685
4834-WMMGKW-ISV,Female,56,14,Service,18,67000,5.5,2.052545,1.632455,Unmarried,1,1,21,60,44.85,891.55,No,0,0,No,0,0,No,No,44.85,891.55,3.6849999999999996,14.859166666666665
7162-PRYMIF-T6Q,Male,64,9,Professional,17,18000,8.6,0.606816,0.941184,Unmarried,1,0,25,63,28.5,562.4,No,0,0,No,0,0,No,No,28.5,562.4,1.548,8.926984126984127
9780-ZWIECB-825,Female,72,17,Agriculture,33,130000,2.4,0.50232,2.61768,Unmarried,1,0,32,55,25.35,483.25,No,0,0,No,0,0,No,No,25.35,483.25,3.12,8.786363636363637
3803-ZZJFFN-0WH,Male,26,10,Professional,3,20000,18.3,1.74582,1.91418,Unmarried,3,1,22,5,9.45,18.85,No,0,0,No,0,0,No,No,9.45,18.85,3.66,3.7700000000000005
6805-CDCHTB-H1R,Male,43,13,Sales,4,20000,8.5,0.2703,1.4297,Married,5,1,21,57,37.8,730.7,No,0,0,No,0,0,No,No,37.8,730.7,1.7,12.819298245614036
3668-GLTADN-QBA,Female,37,20,Professional,4,30000,8.9,1.16145,1.50855,Unmarried,2,0,27,7,11.1,19,No,0,0,No,0,0,Yes,Yes,11.1,19,2.67,2.7142857142857144
5786-VNUBCH-9UL,Female,20,11,Agriculture,2,13000,7.5,0.316875,0.658125,Married,2,0,32,7,15.15,30.35,No,0,0,No,0,0,No,No,15.15,30.35,0.975,4.335714285714286
5443-ZMHBXX-UIO,Female,29,12,Professional,5,25000,2,0.272,0.228,Unmarried,3,1,28,8,14.1,38.85,No,0,0,No,0,0,No,No,14.1,38.85,0.5,4.85625
2613-VHCUEU-JA7,Male,40,10,Service,10,28000,12.7,2.041144,1.514856,Married,5,1,28,41,42.3,590.25,No,0,0,No,0,0,No,No,42.3,590.25,3.556,14.396341463414634
1084-EILYLI-2PA,Male,19,13,Sales,0,22000,2.8,0.461384,0.154616,Married,5,1,32,5,10.5,24.45,No,0,0,No,0,0,No,No,10.5,24.45,0.616,4.89
0860-BRGALK-LLR,Female,68,15,Labor,20,23000,17.3,1.082288,2.896712,Married,2,1,25.345538215286116,21,15.45,96.95,No,0,0,No,0,0,No,No,15.45,96.95,3.979,4.616666666666667
5447-HHWIWJ-DQG,Female,48,19,Service,10,65000,8.4,1.71444,3.74556,Married,2,1,18,71,152.25,3512.55,No,0,0,No,0,0,Yes,Yes,152.25,3512.55,5.46,49.472535211267605
2891-DHXSLS-50D,Female,57,8,Professional,26,171000,12.3,3.449412,17.583588,Married,2,1,34,58,47.7,848.7,No,0,0,No,0,0,No,No,47.7,848.7,21.032999999999998,14.632758620689655
1379-OHIPUQ-6GN,Male,39,19,Professional,3,52000,5.2,1.373632,1.330368,Unmarried,1,1,26,42,7.35,116.35,Yes,63.65,2757.5,Yes,62.6,2542.8,Yes,Yes,133.6,5416.65,2.7039999999999997,128.96785714285713
6442-YZYPRX-2C0,Male,69,16,Sales,9,38000,5.2,0.458432,1.517568,Unmarried,1,1,17,59,74.1,1364.6,No,0,0,No,0,0,Yes,No,74.1,1364.6,1.976,23.128813559322033
4238-EOWRLS-W3G,Male,68,13,Professional,12,10000,16.4,0.738,0.902,Unmarried,1,0,38,26,15,109.7,No,0,0,No,0,0,No,No,15,109.7,1.6400000000000001,4.219230769230769
2222-KMKXQJ-Y1T,Male,62,11,Sales,5,53000,10.8,1.74582,3.97818,Married,2,0,18,21,13.95,59.85,No,0,0,No,0,0,No,No,13.95,59.85,5.724,2.85
0322-CPQONG-DO4,Female,48,13,Sales,9,34000,16.2,0.870264,4.637736,Married,2,1,40,21,21.3,165.8,No,0,0,No,0,0,No,No,21.3,165.8,5.508,7.895238095238096
8432-WMJZND-A7F,Female,44,13,Professional,6,67000,9.1,0.804804,5.292196,Unmarried,2,0,21,6,13.2,18.8,Yes,27.75,163.4,No,0,0,Yes,Yes,40.95,182.20000000000002,6.0969999999999995,30.36666666666667
9693-JKQHWU-HQL,Female,75,14,Agriculture,19,55000,13.8,1.37379,6.21621,Married,2,1,25,68,39.15,941.25,No,0,0,No,0,0,Yes,Yes,39.15,941.25,7.59,13.841911764705882
7978-MUVABQ-NSZ,Female,60,11,Sales,9,39000,2.7,0.513864,0.539136,Unmarried,1,0,19,37,23.7,270.05,No,0,0,No,0,0,No,No,23.7,270.05,1.053,7.298648648648649
3139-CXXAJS-NUF,Female,36,6,Crafts,13,29000,43.1,6.561975,5.937025,Married,7,1,19,40,23.85,279.15,No,0,0,No,0,0,Yes,No,23.85,279.15,12.499,6.97875
2590-GUXWSK-RWT,Male,18,13,Professional,0,20000,2.3,0.13018,0.32982,Unmarried,4,1,17,7,62.85,131.75,No,0,0,No,0,0,Yes,No,62.85,131.75,0.45999999999999996,18.821428571428573
1834-TLGRSP-VFJ,Female,79,21,Labor,12,26000,4.1,0.434928,0.631072,Unmarried,1,1,18,58,41.1,781.9,Yes,75.8,4395.3,Yes,85.95,4898.6,Yes,Yes,202.85000000000002,10075.8,1.0659999999999998,173.7206896551724
8641-LPLJYF-Z0V,Female,46,13,Agriculture,9,45000,0.8,0.12924,0.23076,Unmarried,1,1,23,50,37.5,656.75,No,0,0,No,0,0,No,No,37.5,656.75,0.36,13.135
3263-UGTXWO-MNM,Female,49,14,Service,5,53000,16.5,2.34366,6.40134,Married,2,0,20,14,16.65,72.3,No,0,0,No,0,0,No,No,16.65,72.3,8.745000000000001,5.164285714285714
0666-LITATD-D4Y,Male,30,18,Sales,1,26000,8.6,1.153776,1.082224,Unmarried,1,1,18,47,34.5,588.4,No,0,0,No,0,0,No,Yes,34.5,588.4,2.2359999999999998,12.519148936170213
9342-LIOJLV-1IF,Female,29,13,Sales,1,31000,10.1,1.499749,1.631251,Married,4,0,25,31,37.2,362.15,Yes,42.5,1214.5,Yes,40.5,1218.15,No,Yes,120.2,2794.8,3.1310000000000002,90.15483870967742
0616-EJFMSY-BVD,Female,31,15,Sales,3,215000,21.4,19.784300000000002,26.2257,Unmarried,4,1,34,4,15,20.35,No,0,0,No,0,0,No,No,15,20.35,46.010000000000005,5.0875
6855-LNJYWN-Y65,Female,77,15,Sales,6,27000,11.3,0.543078,2.507922,Unmarried,1,0,15,15,31.95,128.7,No,0,0,No,0,0,No,No,31.95,128.7,3.051,8.58
7772-UISXUF-OP9,Male,26,14,Service,3,16000,2.6,0.179296,0.236704,Married,5,1,25,41,21.15,270.3,Yes,30.5,1214.45,No,0,0,Yes,No,51.65,1484.75,0.41600000000000004,36.21341463414634
2359-ITXDHZ-FMA,Female,31,12,Labor,8,42000,21.4,1.375164,7.612836,Married,6,1,21,40,24,392.15,No,0,0,No,0,0,No,No,24,392.15,8.988,9.803749999999999
7504-VTGYIL-2K7,Male,64,15,Crafts,28,180000,2.8,2.36376,2.67624,Married,2,1,36,71,83.55,2047.6,Yes,43.2,3009.2,Yes,42.15,2954.15,Yes,Yes,168.9,8010.949999999999,5.04,112.83028169014084
6525-VSQAVF-QM0,Female,32,20,Labor,3,227000,10.3,4.559295,18.821705,Unmarried,2,1,18,56,39.75,762.7,No,0,0,Yes,56.5,3068.05,Yes,Yes,96.25,3830.75,23.381,68.40625
7623-YAGIPO-LGB,Male,60,14,Labor,17,12000,10.5,0.66528,0.59472,Unmarried,1,0,24,47,41.7,656.7,No,0,0,No,0,0,Yes,Yes,41.7,656.7,1.26,13.972340425531916
8117-CRCVST-PFT,Male,35,11,Sales,6,37000,20.9,2.613754,5.119246,Unmarried,2,0,30,45,21.15,330.7,No,0,0,No,0,0,Yes,No,21.15,330.7,7.7330000000000005,7.348888888888888
3114-WDOBKR-OCP,Female,18,12,Crafts,0,14000,22.9,0.57708,2.62892,Married,5,1,24,1,18.75,18.75,No,0,0,No,0,0,No,No,18.75,18.75,3.206,18.75
0899-FYORWV-86N,Male,68,8,Labor,32,186000,7.3,4.88808,8.68992,Unmarried,1,1,25,71,113.55,2692.15,No,0,0,No,0,0,Yes,No,113.55,2692.15,13.578000000000001,37.917605633802815
2727-VJTFSE-HOR,Male,43,13,Sales,5,68000,20.9,5.571104,8.640896,Unmarried,1,0,23,49,42.9,747.1,No,0,0,No,0,0,No,No,42.9,747.1,14.212,15.246938775510204
0719-DZEGQX-0SD,Male,19,9,Service,2,16000,10.1,0.833856,0.782144,Unmarried,1,1,32,16,17.1,70.75,No,0,0,No,0,0,No,No,17.1,70.75,1.616,4.421875
6231-VXDDMW-GJC,Male,59,14,Sales,7,36000,18.4,2.88144,3.74256,Married,2,1,27,21,13.8,108.5,No,0,0,No,0,0,No,No,13.8,108.5,6.6240000000000006,5.166666666666667
6504-BASSJM-G5A,Female,53,13,Professional,16,86000,29.2,0.75336,24.35864,Unmarried,1,1,21,68,51.15,1188.1,No,0,0,No,0,0,Yes,No,51.15,1188.1,25.112000000000002,17.47205882352941
8578-TWSGQD-0P1,Male,48,18,Sales,4,89000,13.9,3.043266,9.327734,Unmarried,1,1,19,52,80.1,1360.4,No,0,0,No,0,0,No,No,80.1,1360.4,12.370999999999999,26.161538461538463
1117-OHMKNR-Y51,Male,47,15,Agriculture,16,106000,5.6,0.08904,5.84696,Unmarried,1,0,20,42,28.05,403.4,Yes,31.65,1340.65,No,0,0,No,Yes,59.7,1744.0500000000002,5.936,41.525000000000006
4877-OZDGZH-D9M,Female,58,13,Labor,26,73000,3.3,1.647756,0.761244,Unmarried,1,1,22,72,85.05,2068.1,No,0,0,No,0,0,Yes,No,85.05,2068.1,2.409,28.72361111111111
5017-WMPJVS-YQP,Male,25,13,Professional,1,33000,35.8,4.737414,7.076586,Unmarried,1,0,34,2,4.5,1.65,No,0,0,No,0,0,No,Yes,4.5,1.65,11.814,0.825
2319-UBTZOU-BDO,Male,56,11,Sales,2,55000,19.4,4.73748,5.93252,Unmarried,1,0,27,48,42.75,679.95,Yes,32,1579,Yes,31.3,1449,Yes,Yes,106.05,3707.95,10.67,77.24895833333333
2256-MRAMIQ-LJ1,Male,68,11,Sales,2,20000,2.8,0.13608,0.42392,Unmarried,1,1,27,1,5.55,1.85,No,0,0,No,0,0,No,No,5.55,1.85,0.56,1.85
6490-SQKMBR-9UZ,Male,66,9,Sales,15,68000,12.7,2.159,6.477,Unmarried,2,1,22,26,22.95,176.05,No,0,0,No,0,0,No,No,22.95,176.05,8.636,6.7711538461538465
5126-WLYXHE-S62,Male,38,15,Sales,0,33000,6.2,0.814308,1.231692,Unmarried,1,1,28,14,12.45,56.4,No,0,0,No,0,0,No,No,12.45,56.4,2.0460000000000003,4.0285714285714285
2827-UOWJBD-SYA,Male,22,14,Sales,0,20000,14.4,0.25344,2.62656,Married,4,1,21,7,12.75,30.95,Yes,19.7,127.3,No,0,0,No,Yes,32.45,158.25,2.88,22.607142857142858
1402-XVMJFP-FAT,Male,77,17,Sales,5,10000,8.1,0.162,0.648,Unmarried,1,0,30,65,59.4,1301.2,No,0,0,No,0,0,Yes,No,59.4,1301.2,0.81,20.01846153846154
4940-QFBTLJ-WXO,Female,49,15,Sales,2,59000,11.4,4.768734,1.957266,Married,2,0,29,16,24.6,126.45,Yes,36.5,513.5,Yes,26.55,393.35,No,Yes,87.65,1033.3000000000002,6.726,64.58125000000001
6704-LTYDYF-H8I,Female,69,19,Sales,10,81000,8.8,2.801304,4.326696,Married,2,1,22,68,48.9,1099.3,No,0,0,No,0,0,Yes,No,48.9,1099.3,7.128,16.166176470588233
3168-BWUHOD-52S,Male,19,14,Service,0,14000,17,0.28084,2.09916,Married,6,1,28,13,18.3,83.2,No,0,0,Yes,22.5,241.95,Yes,No,40.8,325.15,2.38,25.01153846153846
0688-IJBXJA-RBH,Male,69,7,Sales,14,23000,10.4,1.081184,1.310816,Married,2,1,28,56,54,1019.55,No,0,0,No,0,0,No,No,54,1019.55,2.392,18.20625
9569-INPBJS-4DG,Male,40,13,Sales,2,97000,14.3,1.303874,12.567126,Married,4,1,25,36,12.3,140.9,No,0,0,No,0,0,No,No,12.3,140.9,13.871,3.913888888888889
2379-EHJSJT-VTN,Female,51,15,Labor,19,64000,4.5,2.37888,0.50112,Married,4,1,30,37,16.95,202.7,No,0,0,No,0,0,No,No,16.95,202.7,2.88,5.478378378378378
3703-UBXJNY-S52,Female,58,17,Sales,8,62000,13.1,4.605174,3.516826,Unmarried,3,1,31,24,46.35,372.2,Yes,33.15,773.55,No,0,0,No,Yes,79.5,1145.75,8.122,47.739583333333336
7201-ZMDCOO-6Z7,Female,49,18,Labor,10,87000,4.7,1.353459,2.735541,Married,2,1,27,52,47.1,708.2,Yes,27.05,1323.4,No,0,0,Yes,Yes,74.15,2031.6000000000001,4.089,39.06923076923077
9791-NHIEQI-ZAB,Male,36,7,Professional,10,34000,8.1,1.33569,1.41831,Unmarried,1,0,24,15,9.45,44.1,No,0,0,No,0,0,No,No,9.45,44.1,2.754,2.94
1942-HUBTKT-AMJ,Male,60,17,Professional,8,93000,8.2,1.708224,5.917776,Married,2,1,16,60,51.6,1045.05,Yes,47.55,2873.9,Yes,48.85,2949,Yes,Yes,148,6867.95,7.6259999999999994,114.46583333333334
9487-HTGRMD-K88,Male,41,17,Agriculture,16,50000,5.3,0.9275,1.7225,Unmarried,1,1,22,25,18.45,143.3,Yes,36,829.05,Yes,44.55,1103.4,No,Yes,99,2075.75,2.65,83.03
0319-KYECRA-S6I,Male,52,12,Service,16,62000,8.5,2.69297,2.57703,Married,2,1,26,72,96,2284,No,0,0,No,0,0,Yes,No,96,2284,5.27,31.72222222222222
1444-EGXRTI-10R,Male,25,15,Labor,3,34000,14.5,3.34254,1.58746,Unmarried,4,1,20,18,9.6,47,No,0,0,No,0,0,No,No,9.6,47,4.93,2.611111111111111
9000-OZEBMH-9HP,Male,50,13,Service,11,132000,16.2,8.617752,12.766248,Married,4,0,28,41,32.1,476.25,Yes,40.5,1653.8,Yes,34.5,1277.65,Yes,No,107.1,3407.7000000000003,21.384,83.11463414634147
7328-JGISFG-9S6,Male,69,15,Service,28,39000,7.3,0.970827,1.876173,Unmarried,1,1,18,27,26.1,207.75,Yes,31.5,862.45,No,0,0,No,No,57.6,1070.2,2.847,39.63703703703704
3237-LZSIGA-9T3,Male,69,19,Sales,2,9000,5,0.23535,0.21465,Married,2,0,21,68,63,1415.2,Yes,38.75,2539.75,No,0,0,Yes,Yes,101.75,3954.95,0.45,58.1610294117647
7814-WBTNAB-AVE,Male,24,9,Professional,4,25000,6.5,0.2795,1.3455,Unmarried,1,0,41,5,27.45,48.85,No,0,0,No,0,0,No,No,27.45,48.85,1.625,9.77
2948-EZONZM-3BC,Female,37,10,Sales,6,43000,1.2,0.181116,0.334884,Unmarried,1,0,13,12,21.15,89.25,No,0,0,No,0,0,No,No,21.15,89.25,0.516,7.4375
4672-YXVTSJ-JYI,Male,42,13,Service,10,66000,17.4,8.38332,3.10068,Married,2,1,27,15,21.6,117.6,No,0,0,No,0,0,No,No,21.6,117.6,11.484,7.84
9564-ABGIMT-78O,Male,35,13,Sales,3,35000,12.7,1.337945,3.107055,Unmarried,1,0,21,24,20.7,155.2,No,0,0,No,0,0,No,No,20.7,155.2,4.445,6.466666666666666
0916-BWPGAE-LLH,Female,36,21,Labor,5,43000,13.8,1.566576,4.367424,Married,5,1,25,55,61.05,1078.65,No,0,0,No,0,0,No,No,61.05,1078.65,5.933999999999999,19.611818181818183
0777-RCIFPS-HEW,Male,65,14,Labor,23,66000,16.5,1.36125,9.52875,Unmarried,1,0,24,66,88.65,1978.4,No,0,0,No,0,0,Yes,No,88.65,1978.4,10.89,29.975757575757576
2322-VRHDCW-RXP,Male,70,14,Labor,25,23000,10.6,0.480286,1.957714,Married,3,1,25,38,41.4,498.95,No,0,0,No,0,0,Yes,No,41.4,498.95,2.4379999999999997,13.130263157894737
1677-FFTQYV-GNJ,Female,73,16,Professional,18,11000,4.2,0.054516,0.407484,Unmarried,1,0,39,60,33.3,674.7,No,0,0,No,0,0,Yes,No,33.3,674.7,0.462,11.245000000000001
9156-VTNKXY-XNC,Female,39,14,Sales,4,24000,1,0.0816,0.1584,Married,4,0,22,29,22.5,227.25,Yes,20.5,544.05,No,0,0,No,Yes,43,771.3,0.24000000000000002,26.596551724137928
2012-RQECJI-6PR,Female,24,19,Service,0,92000,14.1,0.765348,12.206652,Married,7,0,23,26,26.4,201.45,No,0,0,No,0,0,No,No,26.4,201.45,12.972,7.748076923076923
9440-HYZQYW-WCB,Male,25,12,Sales,0,19000,10,0.969,0.931,Unmarried,1,0,34,1,6,2,Yes,24,24,No,0,0,No,No,30,26,1.9,26
8396-JZZAGP-FB1,Male,59,16,Service,27,143000,8,1.12112,10.31888,Unmarried,1,0,23,72,66.6,1605.1,No,0,0,No,0,0,Yes,No,66.6,1605.1,11.44,22.293055555555554
8031-GAIWVT-U3I,Male,23,18,Professional,0,79000,4.2,0.428022,2.889978,Unmarried,1,1,21,9,10.5,37.95,No,0,0,No,0,0,No,Yes,10.5,37.95,3.318,4.216666666666667
9389-DIVFAG-BWU,Male,30,13,Service,9,50000,22.1,0.7514,10.2986,Unmarried,3,0,23,34,29.85,304.5,No,0,0,No,0,0,No,No,29.85,304.5,11.05,8.955882352941176
2688-LKNTHG-FFU,Female,63,16,Labor,17,93000,4.2,0.374976,3.531024,Married,2,1,30,71,156.9,3740.6,No,0,0,No,0,0,No,No,156.9,3740.6,3.9059999999999997,52.68450704225352
6786-HCPJTU-GSK,Male,67,12,Crafts,35,19000,18.6,0.31806,3.21594,Unmarried,1,1,23,69,48,1092.4,No,0,0,No,0,0,Yes,No,48,1092.4,3.534,15.831884057971015
2433-SCDZCN-ZTU,Male,38,14,Crafts,7,43000,0.7,0.146888,0.154112,Unmarried,1,1,18,13,11.4,52.7,No,0,0,No,0,0,No,No,11.4,52.7,0.301,4.053846153846154
1500-KHFJPE-Q5U,Female,24,17,Sales,0,34000,20.2,3.488944,3.379056,Unmarried,4,0,19,9,12.9,35.9,Yes,28.2,220.8,Yes,17.75,147.2,No,Yes,58.85,403.9,6.868,44.87777777777777
1210-DFERRV-YE6,Male,40,14,Professional,2,22000,5.8,0.447876,0.828124,Unmarried,1,1,19,21,18.9,133.95,No,0,0,No,0,0,No,No,18.9,133.95,1.276,6.378571428571428
2160-FHTFDO-9EL,Female,18,13,Sales,0,20000,15.1,0.50736,2.51264,Unmarried,1,1,33,11,15.45,70.4,No,0,0,No,0,0,Yes,No,15.45,70.4,3.0200000000000005,6.4
1994-QKDOIY-XKP,Female,18,13,Professional,0,18000,8.5,0.91188,0.61812,Unmarried,3,1,19,9,41.55,140.4,No,0,0,No,0,0,Yes,No,41.55,140.4,1.53,15.600000000000001
0219-ALHPXT-GZE,Male,53,14,Professional,16,181000,16.6,6.369752,23.676248,Married,2,1,24,68,82.65,1925.95,No,0,0,No,0,0,Yes,Yes,82.65,1925.95,30.046,28.32279411764706
8365-TUAPOY-AFJ,Female,70,16,Labor,29,90000,16,1.9296,12.4704,Unmarried,1,1,24,57,26.4,552.7,No,0,0,No,0,0,No,No,26.4,552.7,14.4,9.696491228070176
