"PROD_NBR","PROD_DESC","monthlySaleValue"
"3660081501","CHAPSTICK CHERRY 24X0.15OZ",43.81
"7431204363","CRANBERRY 4200MG +C SGC 250CT NAT BOUNTY",43.78
"8770140611","GNP MUCUS ER 600 MG TAB 20",43.76
"3367460195","ALIVE MULTIVIT WOMEN ENERGY TABLET 50CT",43.56
"30187526501","OCEAN SALINE SPRAY KIDS 1.25OZ",43.54
"89811500232","ZARBEES CHILD NITE COUGH 4OZ",43.45
"30768035785","OSTEO BI-FLEX TRPL STRENGTH CAPLET 120CT",43.39
"7431213185","SAM-E 400MG SS TABLET 30CT NAT BOUNTY",43.39
"75942755948","DISNEY CHILD MULTI GUMMY FROZEN 60CT",43.33
"30045040912","MOTRIN IB LIQUID GELS 120CT",43.28
"2571568300","EYELID WIPE RINSE FREE 30CT API",43.27
"2318502122","EAR PLUG STOPPLE WAX COTTN NRR22 6PR API",43.25
"84964808304","MYOFLEX CREME 10% ODRLSS 4OZ",43.15
"1101730950","SCHOLLS ORDER DESTROYER INSOLE",43.14
"30045060440","MOTRIN CHILD SUSPENSION BUBBLEGUM 4OZ",43.14
"38137004582","BAND-AID ADV HEAL BLISTER FNGR/TOES 8CT",43.08
"31254717004","BENADRYL ITCH STOP MAX STR SPRAY 2OZ",43.07
"8770140298","GNP APAP MULT COLD CH GRP LIQ 4 OZ",43.01
"32586655111","ALEVE CAPLET 270 CT",42.98
"9296104002","ESTROVEN WEIGHT MANAGEMENT 60CT",42.98
"30005250033","FIBERCON CAPLET 90CT",42.97
"7985408981","ACIDOPHILUS PROBIOTIC TAB 60CT NAT BLND",42.95
"9484125611","SIMILASAN COLD MUCUS SYRUP 4OZ",42.95
"30005556720","CALTRATE 600 D PLUS MINERALS CHEW 60CT",42.91
"4746900511","MELATONIN 3MG TABLET 120CT NATROL",42.87
"31074200011","MENTHOLATUM JAR ONT 1 OZ",42.86
"8770140791","GNP ONE DAILY ESSNTL TAB 250",42.86
"854065002116","PINE BROS THROAT DROP BAG CHERRY 32CT",42.79
"79473104002","TRIPLE PASTE AF OINTMENT 2OZ",42.78
"35879000228","THERATEARS DRY EYE GEL UD 28X0.57OZ",42.77
"78765176002","AZO BLADDER CONTROL CAPSULES 54CT",42.76
"7431201130","PAPAYA ENZYME TAB 100CT NAT BOUNTY",42.72
"31011903816","PEROXICLEAR HYDROGEN PEROXIDE SOLUTION 1",42.66
"7205861078","THICK-IT ORIGINAL THICKENER 10OZ",42.62
"8770140778","GNP MAGNESIUM 250 MG TAB 100",42.58
"72778300408","NC BONE STRENGTH",42.49
"3504600386","5-HTP 50 MG TABLETS 50CT WINDMILL",42.46
"31284316673","MIDOL TEEN MAX STRENGTH CAPLET 24CT",42.45
"81483201085","PEDIACARE GENTLE VAPOR REFILL 5CT",42.44
"30045093032","LACTAID FAST ACTING CHEW 32CT",42.42
"733255106570","HIBICLENS LIQUID 8OZ INST",42.42
"3504600320","MAGNESIUM CITRATE 400MG TAB 60CT WINDMIL",42.41
"74098527343","IRON SLOW RELEASE FORMULA TAB 60CT 21ST",42.34
"31101710450","SCHOLLS ONE STEP CORN REMOVER KIT",42.33
"5113581386","NEXCARE COMFORT KNEE ELBOW 8CT",42.3
"32390003846","DAYQUIL/NYQUIL SEVERE COLD FLU CAP 48CT",42.28
"87701413292","GNP SLEEP AID 25MG SFTGL 12CT",42.21
"3160402673","VIT D-3 2000IU TABLET 100CT NAT MADE",42.18
"1650053507","CITRACAL PLUS TABLET 120CT",42.17
"67811225419","CLEAR EYES REDNESS RELIEF 1OZ",42.16
"2260064214","TROJAN MAGNUM CONDOM 12CT",42.13
"31011903018","RENU SENSITIVE MULTIPURPOS SOLUTION 12OZ",42.1
"30573015459","ADVIL TABLETS EZ OPEN CAP 200CT",41.97
"74098527073","LUTEIN 20MG GELCAP 60CT 21ST CENTURY",41.97
"79285001443","BURTS BEES HONEY/POMEGRANATE D",41.97
"3504600119","PROBIOTIC CHILD CHEW TAB 100CT WINDMILL",41.96
"9243730710","FUNGASOAP LIQ 6 FL OZ",41.96
"36382423104","MUCINEX FAST MAX SEV COLD HONEY LMN 4CT",41.95
"3504600172","WM C 250 MG TAB 100",41.94
"3504600127","VIT B12 100MCG TABLET 100CT WINDML",41.93
"7431201403","FOLIC ACID 0.4MG TABLET 250CT NAT BOUNTY",41.92
"72785107755","SWAN 6X4LB EPSOM SALT",41.91
"2837374983","BEYOND BODI HEAT PADS 3PK",41.86
"30245001910","AMLACTIN CREAM FOOT THERAPY 85GM",41.86
"3504600336","NIACIN 500MG FLUSH FR TABLET 30CT WINDML",41.85
"4116700664","UNISOM CHERRY LIQUID 12OZ",41.85
"2571568354","EYE WASH CUP PLASTC 6X1",41.78
"7431204599","COLLAGEN OPTIMAL SOLUT TAB 90CT NAT BNTY",41.76
"4203710358","SOMINEX MAX CAPLET 16CT",41.74
"3504600070","MULTIVIT W/IRON TABLET 100CT WINDML",41.73
"1101740664","SCHOLLS ARCH PAIN RELIEF WOMEN",41.67
"8770142581","GNP SORE THROAT CHERRY SPRAY 6 OZ",41.67
"8770141093","GNP COUGH DRP HNEY LEMON 30",41.65
"30696999834","OSCILLO 12DOS PEL",41.62
"8667937732","ATTENDS DERMADRY ADV BRIEF LARGE 3X24CT",41.62
"8770140734","GNP BIOTIN 5000 MCG CAP 60",41.57
"30696906728","CHESTAL COLD & COUGH LIQ 6.7OZ",41.57
"3504600419","WM ZINC DS 50MG SULPH TAB 90",41.53
"30005447060","CENTRUM SPECIALIST ENERGY TABLET 60CT",41.41
"75618412041","LITTLE TUMMYS GAS DROP BERRY 1OZ",41.37
"3076803553","COQ-10 100MG PLUS SOFTGEL 40CT SUNDWN",41.35
"75475626005","PANT QUIKSORB XL PULLON",41.34
"3504600348","POTASSIUM GLUC 99MG TABLET 100CT WINDML",41.33
"8770141330","GNP EFFERVESCENT HEALTH BERRY 10CT",41.33
"3847250503","2ND SKIN MOIST BURN PAD MEDIUM 4CT",41.3
"3660207467","RICOLA STICK LEMON MINT 24X10CT",41.23
"4711360902","CLEAR CARE DISINFECTING TWIN 2X12OZ",41.18
"8667925031","ATTENDS PROT UNDERWEAR SPR+ MED 4X20CT",41.17
"69986627822","FLEX-A-MIN TRIPLE STR JNT FLEX TAB 60CT",41.08
"3504600272","FOLIC ACID 400MCG TABLET 180CT WINDML",41.02
"84964808224","DOANS ERXTRA STRENGTH CAPLETS 24CT",40.99
"2260064313","TROJAN MAGNUM ECSTASY CONDOM 10CT",40.92
"10665973040844","DUKAL GAUZE SPONGES",40.73
"76629800972","DIGESTIVE ENZ DS ULTRA",40.72
"31254662771","HALLS STICK CHERRY 20X9CT",40.7
"38137105834","BAND-AID KIDS DISNEY MICKEY ASST 20CT",40.69
"36761831512","SENOKOT XTRA TABLET 12CT",40.67
"4138800302","FOILLE FIRST AID OINTMENT 1OZ",40.6
"38137003690","AVEENO LOTION ANTI ITCH CONCENTRATED 4OZ",40.55
"3504606450","OMEGAWORKS OMEGA-3 EC SOFTGEL 90CT",40.52
"3700089370","METABIOTIC PROBIOTIC SUPPLEMENT 15 CT",40.47
"7985405023","NBL D3-1000IU TAB  300",40.47
"4116741314","ALLEGRA OTC 12HR 60MG TABLET 24CT CHT",40.46
"79319002026","GINKOBA TABLET 90CT",40.46
"89811500230","ZARBEES ADULT COUGH XTRA STRENGTH 4OZ",40.4
"8770173831","GNP OVULATION 7DAY KIT",40.38
"7431205633","ECHINACEA 400MG CAP 100CT NAT BOUNTY",40.37
"88438910380","CURAD STERILE 1"" COTTON BALLS 130CT",40.35
"3504604484","WM MAXIMUM MALE TAB 100",40.33
"31254663756","UNK",40.29
"4138800151","IVAREST POISON IVY ITCH RELIEF CREAM 2OZ",40.24
"7431204230","CALCIUM+D 600MG TAB 60CT NAT BOUNTY",40.23
"814832014285","LUDENS BOX WILD CHERRY 20X20CT",40.23
"30904576960","MAPAP ARTHRITIS 650MG TABLET 100CT MAJ",40.21
"10665973000831","CONFORMING STRETCH GAUSE 3""""",40.19
"30603053550","HYDROCORTISONE 1% CREAM 1OZ QUALITEST",40.18
"1650008619","FLINTSTONES MULTI CHEW IMMUNE SPPRT 60CT",40.15
"4116710081","ROLAIDS ULTRA STR LIQUID CHERRY 12OZ",40.15
"5113100021","NEXCARE TAPE DURAPORE 6X2""X10YD",40.15
"3700089371","METABIOTIC PROBIOTIC SUPPLEMENT 30 CT",40.12
"30395268594","SODIUM BICARBONATE POWDER 4OZ HUMCO",40.12
"88947641204","ABSORBINE JR PLUS PAIN RELIEF LIQ 4OZ",40.1
"7431250875","OPTIMAL SOLUTIONS PROTEIN PWDR VAN 16OZ",40.08
"30573284020","PREPARATION H COOLING GEL 1.8OZ",40.07
"3504600760","BILBERRY 500MG",40.03
"8019632422","GLOVE VINYL PINK 3G SMALL 100CT",40
"30603028232","SENNA LAXATIVE TABLET 1000CT QUALITEST",39.98
"324208276150","MURO-128 2% CORNEAL EDEMA DROP 15ML",39.98
"3504608164","LYCHEE MANGA GARDEN GREENS TABLET 60CT",39.98
"30067512614","HABITROL TRA      14    21MG",39.97
"34494610184","OMEGA-3 2100 2PK",39.96
"35046002190","VIT D3 2000IU SOFTGEL 100CT WINDMILL",39.96
"35891480044","SCANDISHAKE POWDER SINGLE VANILLA 4X3OZ",39.96
"3504600169","WM VIT C CH/O 250 MG TAB 60",39.95
"74098522433","VIT C 1000MG TABLET 110CT 21CENT",39.95
"76394806206","COQ10 100MG 60SOFTGELS",39.95
"35166003626","FAMOTIDINE AC 20MG TAB 25 JDEOBS",39.95
"3504606732","MELATONIN 3.5MG DROP 2OZ WNDMLL",39.94
"8667926262","ATTENDS BOOSTER PAD ULTRA THIN 8X24CT",39.93
"30245019960","FOLGARD TABLET 60CT",39.92
"34948338724","LOW DOSE ASPRIN VALUPAK 81MG",39.92
"64786589922","AIRBORNE ADULT EVERYDAY GUMMIES 50CT",39.91
"76394804403","PEARLS IMMUNE",39.9
"8770140768","GNP CALCIUM 600 MG TAB 60",39.9
"38137004446","BAND-AID WATER BLOCK+ FNGR/CRE ASST 20CT",39.87
"4110081112","CLARITIN CHILD 5MG 24HR CHEW BUB 10CT",39.87
"8770140784","GNP CHILD CHEW CMPL CHW 60",39.85
"84964808013","BUFFERIN R/S ASPRIN 325MG TABLET 130 CT",39.84
"30187526003","OCEAN SALINE SPRAY 1.5OZ",39.71
"8770140815","GNP COQ10 60 MG CAP 60",39.64
"2571597484","FLENTS SPLINT LRG 2SIDE 97484 1EA JDEOBS",39.63
"31101720002","SCHOLLS CLEAR AWAY WART LIQUID 9.8ML",39.56
"74098522670","IRON 65MG FERROUS SULFATE 325MG TAB 120",39.42
"8770140078","GNP NUTR DRNK VAN 4X6X8 OZ",39.39
"88941141065","CYSTEX CRANBERRY COMPLEX LIQUID 7.6OZ",39.37
"3504605971","OMEGA 3 EPA300 DHA200 SFTGL 50CT OMEGAWK",39.34
"85032300602","NEO-SYNEPHRINE COLD & SINUS MLD/STR .5OZ",39.24
"1559401010","ASTROGLIDE GEL 4OZ",39.22
"38137116144","JJ PAD WATERPROOF LGE 2.87IN X 4IN 6CT",39.2
"1650053455","CITRACAL+D BONE DENSITY BUILDR TAB 120CT",39.18
"88438912327","CURAD SILVER SOLUTION GEL 0.5OZ",39.17
"31101725030","LOTRIMIN AF POWDER 90GM",39.05
"3504609071","COUNTRY FARMS SUPER GREENS VEGICAPS 60CT",38.97
"7631430404","EMERGEN-C KIDZ VIT C 250MG FRUIT 30CT",38.97
"8770140406","GNP FAMOTIDIN COMP MINT CHW 25",38.96
"36770310260","CURAMIN CAPS",38.95
"3660230146","RICOLA BAG HONEY LEMON ECHINACEA 24CT",38.94
"31011902219","SOOTHE PRESERV FREE DRY EYE DROP 0.6ML",38.87
"30573301303","THERMACARE 8HR MUSCLE & JOINT 3CT",38.85
"3660081481","CHAPSTICK LIP BALM REG RFL 12X.15OZ",38.85
"34580243401","CLOTRIMAZOLE 1% CREAM 15GM PERRIGO",38.83
"76845510853","ALOE VESTA WASH CLOTH 24",38.8
"63347260042","CLEARBLUE OVULATION DIGITAL ADVANCED 10C",38.67
"30904025024","APRODINE TABLET BOXED 24CT MAJ",38.65
"74098522481","GLUCOSAMIN CHOND 3X TAB 150CT 21ST CENT",38.59
"18436900010","BLEEDCEASE STOP BLEEDING 25CT",38.58
"89299200268","EOS LEMON DROP LIP BALM SPF15 1CT",38.58
"5307617333","SAFETUSSIN EXPECTORANT 4OZ",38.54
"1101740823","LOTRIMIN ULTRA AF CREAM 30G",38.52
"9243781570","DOUBLE-TOE SPLINT",38.51
"8770140765","GNP GLU CHON ADV+MSM TAB 80",38.47
"8770142640","GNP VITAMIN D ASSORTED GUMMY 2000IU 60CT",38.44
"9243780230","FELT CALLOUS PROTECTORS BY PEDIFIX",38.43
"30088117547","GAVISCON TABLET 100CT",38.42
"8019629999","CURAD PAD NON-STICK W/ADH TAB 2""X3"" 10CT",38.41
"3700074134","METAMUCIL SMOOTH ORANGE 48.2OZ",38.36
"72490963303","STOPAIN ROLL-ON 3OZ",38.27
"30132020220","FLEET ENEMA CHILD 2.25OZ",38.25
"75557191377","EPA-DHA XS(EC) 120GELS",38.25
"1101776270","SCHOLLS ODOR DESTROYER SPORT SPRAY 4.7OZ",38.24
"30043627520","GAS-X X/STR SOFTGEL 20CT",38.24
"31074209843","WELLPATCH PAIN WARM 4CT",38.24
"85014600105","I-COOL MENOPAUSE TABLET 30CT",38.18
"30573266012","ALAVERT D 12HR TABLET PSE 12CT",38.13
"30904573411","NICORELIEF 2MG GUM 110CT MAJOR",38.1
"7431206204","RED YEAST RICE CAP 60",38.07
"8770188827","GNP FOAMING ANT ACID LIQ 12 OZ",38.04
"2571597203","FINGER COT LATEX LARGE 12CT API",38.03
"36761831060","SENOKOT S TABLET 60CT",37.99
"32586655834","ALEVE LIQUID GEL 120CT",37.98
"74098522476","GLUCO/CHOND TRIPLE STRENGTH",37.98
"74098523018","GLUCOSAMINE MAX 180+60 TAB 240",37.98
"4116700879","ICY HOT BALM OINTMENT 3.5OZ",37.97
"3504600196","WM SUPER C DS 500 TAB  100",37.96
"8770168862","GNP STOOL SFT 100 MG CAP 100",37.96
"35046044206","WM GLUCOFLEX GLUC CSA 2D CPL 120",37.95
"84603600176","GS MUCUS RELIEF EXPECT/MUCINX TAB30JDOBS",37.95
"71728400672","FP MELATONIN 10MG 60'S",37.94
"72960901965","WELLEMENTS GRIPE WATER ORGANIC",37.88
"8019630022","CURAD BANDAGE FLEX-FABRIC 1SZ 40CT",37.88
"30078042516","GENTEAL EYE GEL DROP 25ML",37.88
"79450321001","EARPLANES CHILD 1PR",37.87
"61501020201","QURET DRAWING SALVE 1OZ",37.77
"4138800204","BLISTEX DEEP RENEWAL SPF15 0.13OZ JDEOBS",37.74
"30187546606","CALADRYL LOTION CLEAR 6 OZ",37.65
"66597300645","BANDAGE ROLL ST 4.5"" BDG 100",37.63
"8770141332","GNP CLEAR LAX 8.3OZ+1.8OZ BONUS",37.6
"9110810492","COLD-EEZE DAY NITE QUIK MELT TABLET 24CT",37.57
"37513700493","PERCOGESIC TABLET 50CT",37.55
"8770142511","GNP GLYCERINE SUPPOSITORY ADULT 50CT",37.51
"8770140344","GNP INSOLE WM CLR GEL",37.49
"74098522873","FISH OIL 1000MG EC GELCAP 180CT 21ST CEN",37.47
"8770140043","GNP ACET ARTH ER CPL 100",37.45
"30045093060","LACTAID FAST ACTING CHEW 60CT",37.38
"8770140065","GNP GLYCERIN LIQ 16 OZ",37.38
"8770140193","GNP IBUPROFEN BOGO 2X100 TAB 200",37.38
"30024134803","NEO-SYNEPHRINE SPRAY MILD 15ML",37.36
"84898500155","HABITROL NICOTINE TRANS PATCH 7MG 14CT",37.34
"4746906076","MELATONIN 3MG TAB FAST DSLV 90CT NATROL",37.34
"31582110115","FRESHKOTE EYE DROP 15ML",37.3
"85707400138","JOINT FLEX PAIN RELIEF CREAM 4OZ",37.29
"35038362750","FERROUS SULFATE 15MG/ML DROP 50ML HIT",37.27
"4116716022","FLEXALL GEL MAX STRENGTH 3OZ",37.25
"8770142580","GNP LIP BALM ASST'D FLAVORS TUB",37.25
"32878520425","HUMIDIFIER VICKS PEDIATRIC",37.23
"2260040706","ANSWER OVULATION ANALOG 7CT",37.18
"7985407974","CO-ENZYME Q10 100MG CAP 30CT NAT BLEND",37.18
"4116758002","NASACORT 2X120CT SPRAY",37.17
"30573016443","ADVIL PM CAPLET 120CT",37.16
"65006600016","DRAGON MUSCLE ACHES ARTHRTS CRM PAIN 2OZ",37.16
"3504607372","VIT D 5000IU SUPER SUNSH TAB 30CT WINDML",37.11
"1101740793","SCHOLLS DRMWLK COMFORT INSOLE 1PR",37.07
"31254749309","VISINE TIRED DRY EYE DROP 0.5OZ",37.06
"8770142632","GNP CHILDRENS OMEGA +DHA ASSTD GMY 60",36.96
"3885608502","SALK SANI-PANT MED.",36.91
"34580286803","POLETHYLEN GLYCOL 3350 POWDER 510GM PER",36.86
"9110810014","COLD-EEZE BOX TROPICAL FRUIT 18CT",36.85
"30067812406","THERAFLU NIGHT M/S SV CLD LIPTON PWD 6CT",36.77
"32878501700","VAPORIZER 1700 PLUG IN WATERLESS VICKS",36.76
"3504600457","RED YEAST RICE 600MG TABLET 60CT WNDMILL",36.76
"30536194583","RULOX SUSPENSION 355ML WATSON",36.72
"2571597483","FLENTS SPLINT MED 2SIDE 97483 1EA JDEOBS",36.7
"79285014099","BURTS BEES LIP BALM BEESWAX",36.66
"30395063594","COD LIVER OIL 4OZ HUMCO",36.58
"36382405007","LANACANE ANTI-ITCH CREAM 1OZ",36.58
"4116705100","GOLD BOND INTENSIVE HEALING CREAM 1OZ",36.54
"75557192903","PHYTOMULTI",36.5
"3805600082","GLOVE COTTON DERMAL #82 MEDIUM 1PR CARA",36.49
"1101731836","SCHOLLS MASSAGE GEL HEEL CUP",36.47
"30149000017","PEPTO BISMOL TO GO CHEW TAB CHERRY 24CT",36.45
"38137005567","JJ BANDAID ANTIBIOTIC XLARGE 8CT",36.35
"76870272331","U/WEAR XABS LG 4X16 TENA",36.32
"8770140636","GNP CENTURY VITA TAB 100",36.32
"9110810012","COLD-EEZE BOX LEMON LIME 18CT",36.31
"85633106","ROMPE PECHO CF COUGH EXPECTORANT A/F 6OZ",36.18
"30225049533","ITCH-X ANTI ITCH GEL 1.25OZ",36.14
"7431200070","MULTIVIT ABC PLUS TAB 100CT NAT BOUNTY",36.1
"8770141134","GNP BUNION FELT SHIELD PAD 3X8",36.1
"81483201052","LUDENS CGH DR BAG WILD HONEY",36.05
"85323600501","FISHERMAN FRIEND BOX S/F MINT 38CT",36.05
"60235946015","BIOGAIA PROTECTIS DROP PROIBTC W/D.33OZ",35.99
"74098522787","GLUCOSAMINE 500MG CHONDROITIN 400MG",35.99
"81151100005","DONA GLUC SULF CAP 60 M/S BTL",35.99
"3504609190","GARDEN BOTAN TURMERIC 500MG VEGICAP 60CT",35.98
"73621163611","B12 STRIPS 2000 MCG",35.97
"75618412105","LITTLE NOSES DECONGESTANT DROP 0.5OZ",35.97
"84964808412","NUPERCAINAL BIOACT HEMORRHOIDALCRM 2OZ",35.97
"312843536371","BAYER ASPIRIN LO DOSE REGMN TABLET 120CT",35.96
"74098527306","ONE DAILY MENS 50+ MULTI TAB 21ST",35.96
"77815909065","KIDS 0-9 COLIC 0.85 OZ",35.96
"36373600885","SUCRETS LOZENGE BOX CHERRY 18CT",35.95
"72778304053","ZYFLAMENT-60 SOFTGELS",35.95
"30259030921","MEDERMA KIDS GEL 0.7OZ",35.91
"3076819936","VIT D3 1000IU SOFTGEL 60CT PPD SUNDWN",35.88
"30904791259","IBUPROFEN 200MG CAPLET BROWN 100CT MAJOR",35.82
"8770141139","GNP SEPARATOR TOE SOFT FOM 3X8",35.77
"32586605480","ALEVE GELCAP 80CT",35.77
"8770141329","GNP SLEEP AID 25MG SFTGL 12CT",35.72
"30696207147","CALENDULA FIRST AID LOTION 6.7OZ",35.62
"4746900465","MELATONIN 1MG TABLET 90CT NATROL",35.62
"5138191123","AURA CACIA OIL LAVENDER",35.55
"31074201565","WELLPATCH MIGRAINE 4CT",35.52
"8019630016","CURAD PAD NON-STICK 2""X3"" 10CT",35.5
"35789610101","ACETAMIN 325MG TABLET 100CT GCP",35.48
"8770140789","GNP MEGAMULTI FOR WMN TAB 90",35.48
"30904505812","BISCOLAX 10MG SUPPOSITORY 12CT MAJOR",35.4
"30536655091","ARTIFICIAL TEAR O/O 12X3.5 GM",35.39
"30904573551","NICORELIEF 4MG GUM 50CT MAJOR",35.38
"38137004459","BAND-AID HURT-FREE ANTISEPTIC WASH 6OZ",35.34
"2260092050","TROJAN ENZ NON LUBE CONDOM 3CT",35.31
"3847250410","2ND SKIN BLISTER PAD 5CT",35.3
"85656900200","FREEZE IT PAIN RELIEF ROLL-ON 3OZ",35.29
"1747806235","AKWA TEAR OPTHALMIC OINTMENT 3.5GM",35.28
"31254723722","NEOSPORIN NEO TO GO SPRAY 0.26OZ",35.24
"30168001131","BACITR ZINC OINTMENT 500UN/GM 1OZ FOU",35.23
"30121077504","GUAIFENESI-COD 100-10 MG-5 ML SYR 118 ML",35.2
"3504600416","ZINC GLUCONATE 50MG TABLET 100CT WINDML",35.2
"88941143120","REQUA ACT CHARCOAL SUPL CAP 100CT",35.18
"35167220801","TERBINAFINE 1% CREAM 0.5OZ TARO",35.17
"5265100030","DICKINSON WITCH HAZEL HEMORRD PAD 100CT",35.17
"5113121196","NEXCARE ADHSIV PAD SENSI SKIN 3""X4"" 4CT",35.14
"36426910100","SCARGUARD LIQUID 15ML",35.09
"8770142657","GNP NAUSEA RELIEF CHERRY 4OZ LIQUID",35.08
"35497331581","HYLANDS BABY TINY COLD TABLET 125CT",35.07
"74098522383","VITAMIN C 1000MG ROSE HIP TAB 110CT 21ST",35.06
"30472125594","IBUPROFEN 100MG/5ML SUSPENSION 4OZ ACT",35
"8019675370","REMEDY NUTRASHIELD SKIN PROTECT ONT 4OZ",34.98
"89811500267","ZARBEES BABY COUGH SYRUP + MUCUS GRAPE",34.96
"3504600157","CALCIUM MAGNESIUM TABLET 60CT WINDML",34.95
"35166035150","RANTIDINE 150MG OTC TAB 50 JDEOBS",34.95
"8770140780","GNP ZINC 50MG TAB 100",34.93
"3076833043","OBF ONE PER DAY JOINT CARE",34.89
"31254662137","HALLS BAG HONEY LEMON 80CT",34.89
"7431202603","CHROMIUM PICOL 800MCG TAB 50CT NAT BNTY",34.84
"2791702270","VITAFUSION MEN GUMMY 150CT",34.83
"30067069660","PERDIEM OVERNIGHT RELIEF TABLET 60CT",34.83
"73437000004","MORGANS LYSINE LIP BALM 4GM",34.82
"30005551210","CALTRATE MINIS PLUS MINERALS 150CT",34.78
"30573015475","ADVIL TABLET 200CT",34.78
"1101740443","SCHOLLS HEEL PAIN RELIEF CUSHION MEN",34.77
"30395100392","GENTIAN VIOLET 1% 2OZ HUMCO",34.77
"69932010793","GLOVE AMBITEX MED POWDR-F LATEX 100CT",34.74
"30472073556","MICONAZOLE NITRATE 2% CREAM 1OZ ACT",34.73
"7985404112","VIT D-3 2000IU TABLET 100CT NAT BLEND",34.72
"30696260760","COLDCALM TAB 60",34.71
"31101710355","SCHOLLS ULTRA THIN CORN REMOVER",34.65
"30904792760","BISACODYL EC 5MG TAB 100",34.38
"7431201683","L-CARNITINE 500MG TAB 30CT NAT BOUNTY",34.38
"3076819484","MELATONIN 10MG CAPSULE 90CT SUNDWN",34.34
"3700088726","ALWAYS DISCREET MAX REGULAR 6X14 CT",34.32
"300450186607","TYLENOL INFANT SUSPENSION CHERRY 2OZ",34.27
"30045044902","TYLENOL X/STR CAPLET  10 VL",34.25
"8770141254","GNP ANTACID M/S FRUIT TAB 90",34.22
"3504600210","WM HI-POTENCY MULT VIT/MN TAB 90",34.07
"8770140786","GNP HEALTHY EYES TAB 60",34.05
"2260094050","TROJAN ULTRA RIBBED CONDOM 3CT",34.04
"36382400861","MUCINEX SE EXPECTORANT TABLET 68CT",33.99
"3076800670","VIT E 400IU W/FOLIC ACID SGT 60CT SUNDWN",33.96
"74098522653","CALCIUM 600MG +D GELCAP 90CT 21ST CENT",33.96
"30574060801","FERROUS SULFATE 324MG EC TAB 100CT PAD",33.95
"30536136206","NICOTINE GUM 2MG 50CT WATSON",33.94
"7431255393","NB VIT C+ ZINC QK DISV TAB 60CT",33.92
"30573191717","CHAPSTICK MIXSTIX STR/BAN BLM 12X.155OZ",33.8
"68142102801","DULCOEASE STOOL SOFTNER FOR WOMEN 25CT",33.76
"81156800460","SLIMQUICK MEN EXTRA STR CAPLET 60CT",33.75
"30904585692","CALCIUM CARB+D 600MG TAB 150CT MAJOR",33.73
"8770142670","GNP CENTURY MATURE WOMEN MV TABS 100CT",33.72
"88679001338","BENEFIBER POWDER S/F 38 SERVINGS 5.1 OZ",33.67
"3805600014","SYRINGE ENEMA ADULT #14 8OZ CARA",33.66
"30904198860","MAPAP ACETAMIN 500MG TABLET 100CT MAJ",33.62
"38137004473","BAND-AID KIDS SPONGEBOB ASST 20CT",33.56
"30132000177","PEDIA-LAX PROBIOTIC YUMS 30CT",33.54
"31074201570","WELLPATCH MIGRAINE COOLING PATCH 4CT",33.53
"8770148567","GNP BANDAGE XLG STP 10",33.45
"8770141143","GNP CAPSAICIN 0.15% R/O 1 OZ",33.38
"9089190028","PREVAIL UNDERWEAR FOR MEN L/XL 4X18CT",33.38
"74098522872","FISH OIL 1000MG SOFTGEL 120CT 21ST CENT",33.36
"9484125610","SIMILASAN COUGH SYRUP 4OZ",33.36
"2360187500","GLOVE COTTON XL GLV",33.29
"9089112602","FIRST QUAL DRY WASHCLOTH 48",33.28
"30395201591","PEPPERMINT OIL USP 1OZ HUMCO",33.27
"3801610020","HEEL CUP TULI STD",33.25
"30378363501","CETIRIZINE 5MG TABLET 100CT MYLAN",33.19
"30904772512","ANTI-DIARRHEAL 2MG CAPLET 12CT MAJ",33.18
"7985490651","NBL WHEY PROTEIN CONC PWD 331G",33.18
"31011905421","BOSTON ADVANCE CLEANR DISINFECT DROP 1OZ",33.17
"1650053082","FLINTSTONES MULTI GUMMY IMMUNE 60CT",33.16
"88679021380","BENEFIBER POWDER S/F 38 SERVINGS 5.4OZ",33.13
"31074201218","SOFTLIPS STICK SPF20 VAN 2PK 12X0.14OZ",33.12
"8392610210","TECNU RASH RELIEF SPRAY 6OZ",33.09
"81483201082","PEDIACARE COLD MULTI SYMPTOM GRAPE 4OZ",33.06
"30904602576","POLETHYLEN GLYCOL 3350 POWDER 510GM MAJ",32.98
"3373200011","MACKS EAR PLUG EAR SEALS NRR27 1PR",32.95
"81483201093","PEDIACARE + MULTI SYMPTOM COLD GRAPE 4OZ",32.86
"30536252525","CAPSAICIN 0.025% CREAM 60GM WATSON",32.85
"8770141205","GNP FEXOFENAD BNUS TAB 45",32.83
"31209000141","CREOMULSION ADULT COUGH SYR FORMULA 4OZ",32.72
"30573016830","ADVIL MIGRAINE LIQUIGEL 40CT",32.66
"31254663341","HALLS BAG HONEY LEMON BONUS 40CT",32.58
"71941050001","5 HOUR ENERGY DRINK BERRY",32.58
"7431204544","GINKGO BILOBA 120MG CAP 100CT NAT BOUNTY",32.58
"88589800042","EMERGEN-C IMMUNE+ SUPER ORANGE PWD 30CT",32.58
"2318500006","EAR PLUG FLITE MATE NRR22 REUSABL W/CASE",32.57
"1101740799","SCHOLLS DRMWLK SOLE EXPR HEEL LINER 3PR",32.46
"35416259501","LANOLIN USP-      30GM GRX",32.45
"38004047300","TENA SERENITY ULT+ PAD 6X12",32.45
"7431206052","NB SAW PALMET X/S SGC  120",32.42
"8770140340","GNP INSOLE WM FOAM OSFA",32.38
